행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
최현우의 MYSTICUS,동해문화예술회관 대공연장,마술쇼,2025-04-05,2025-04-05,13:00,14:30,유료,㈜라온플레이,강원특별자치도 동해시청,033-539-8512,,570,20000,6세이상가,,2회차 공연 17:00~18:30,https://dh.go.kr,https://www.ticketlink.co.kr, ,강원특별자치도 동해시 평원로 15,강원특별자치도 동해시 천곡동 809-1,37.52644915,129.1152394,2025-07-18,4211000,강원특별자치도 동해시
(2023토요야외 상설기획공연 토토즐)안동YMCA 알핀로제 어린이 요들단 요들로 그리는 풍경,안동문화예술의전당 야외공연장,공연복합,2023-06-17,2023-06-17,14:00,14:40,무료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,,,,,,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.559409,128.725076,2025-09-02,5070000,경상북도 안동시
세계 탱고 챔피언 정열의 탱고,웅부홀,공연복합,2023-06-23,2023-06-23,19:30,20:40,유료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,926,(R석)30000원+(S석)20000원+(A석)10000원,8세 이상 관람 가능,,,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.559409,128.725076,2025-09-02,5070000,경상북도 안동시
독립운동의 고장에서 걷는 20세기 전반기,백조홀,공연복합,2023-06-23,2023-06-23,19:30,21:00,무료,리나리안아르떼,리나리안아르떼,054-840-3600,,229,,,,,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.559409,128.725076,2025-09-02,5070000,경상북도 안동시
(2023토요야외 상설기획공연 토토즐)수아브,안동문화예술의전당 야외공연장,공연복합,2023-06-23,2023-06-23,14:00,14:40,무료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,,,,,,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.559409,128.725076,2025-09-02,5070000,경상북도 안동시
6월 문화가 있는 날 콘서트 건반으로 듣는 영화음악 콘서트,백조홀,공연클래식,2023-06-28,2023-06-28,19:30,20:40,무료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,229,,5세 이상 관람 가능,,,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.559409,128.725076,2025-09-02,5070000,경상북도 안동시
루체른 심포니 오케스트라 내한공연,웅부홀,공연클래식,2023-06-30,2023-06-30,19:30,21:30,유료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,926,(R석)30000원+(S석)20000원+(A석)10000원,8세 이상 관람 가능,,,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.559409,128.725076,2025-09-02,5070000,경상북도 안동시
(2023토요야외 상설기획공연 토토즐)코스모스색소폰오케스트라의 신난데이 코스모스 꽃핀데이,안동문화예술의전당 야외공연장,공연복합,2023-07-01,2023-07-01,14:00,14:40,무료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,,,,,,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.559409,128.725076,2025-09-02,5070000,경상북도 안동시
제14회 반월고운빛여성합창단 정기연주회,안산문화예술의전당 달맞이극장,합창,2018-12-14,2018-12-14,00:00,23:59,무료,반월고운빛여성합창단,반월고운빛여성합창단,031-481-5770,반월동주민자치위원회,700,,만7세이상 관람가능,,,,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
2018 안산시송년음악회,안산문화예술의전당 해돋이극장,공연,2018-12-27,2018-12-27,00:00,23:59,무료,경기도 안산시청,경기도 안산시청,031-481-2068,,1300,,전체관람 가능,,,,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
안산시 지구촌합창단 제9회 정기연주회,안산문화예술의전당 달맞이극장,합창공연,2018-12-29,2018-12-29,00:00,23:59,무료,안산시 외국인주민지원본부,경기도 안산시청,031-481-3309,하나UBS자산운용+ UBS증권,676,,만2세이상 관람가능,,,,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
안산시립국악단 기획공연 신년음악회,안산문화예술의전당 해돋이극장,국악관현악연주,2019-01-17,2019-01-17,00:00,23:59,유료,안산시립국악단,경기도 안산시청,031-481-4097,,1300,R석12000원+S석10000원+A석8000원,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
안산시립국악단 기획공연 신춘음악회,안산문화예술의전당 달맞이극장,국악관현악연주,2019-03-21,2019-03-21,00:00,23:59,유료,안산시립국악단,경기도 안산시청,031-481-4097,,700,전석 5000원,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
안산시립합창단 제63회 정기연주회,서울 예술의전당,합창공연,2019-05-11,2019-05-11,00:00,23:59,유료,안산시립합창단,경기도 안산시청,031-481-4098,,2300,R석20000원+S석10000원+A석7000원,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,서울특별시 서초구 남부순환로 2406(서초동),서울특별시 서초구 서초동 700,37.48024074,127.0142139,2025-08-29,3930000,경기도 안산시
안산시립합창단 특별기획공연 W음악회,성포예술광장,합창공연,2019-05-25,2019-05-25,00:00,23:59,무료,안산시립합창단,경기도 안산시청,031-481-4098,,,,전체관람 가능,,,http://www.ansanarts.com,,Y,경기도 안산시 상록구 성포로 6,경기도 안산시 상록구 성포동 582,37.32221093,126.8420673,2025-08-29,3930000,경기도 안산시
안산시립국악단 제56회 정기연주회,안산문화예술의전당 해돋이극장,국악관현악연주,2019-05-30,2019-05-30,00:00,23:59,유료,안산시립국악단,경기도 안산시청,031-481-4097,,1300,R석12000원+S석10000원+A석8000원,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
3.1운동 100주년 기념사업<러빙유>콘서트,안산문화광장 전망대광장,공연,2019-06-01,2019-06-01,00:00,23:59,무료,경기도 안산시청,CBS+안산예총,031-481-2068,,,,전체관람 가능,,,http://www.ansanarts.com,,Y,,경기도 안산시 상록구 성포동 산39-1,37.3201921,126.8543418,2025-08-29,3930000,경기도 안산시
안산시립합창단 특별기획공연 W음악회,노적봉폭포공원,합창공연,2019-06-08,2019-06-08,00:00,23:59,무료,안산시립합창단,경기도 안산시청,031-481-4098,,,,전체관람 가능,,,http://www.ansanarts.com,,Y,,경기도 안산시 상록구 성포동 산39-1,37.3201921,126.8543418,2025-08-29,3930000,경기도 안산시
안산시립합창단 특별기획공연 W음악회,성호공원,합창공연,2019-06-15,2019-06-15,00:00,23:59,무료,안산시립합창단,경기도 안산시청,031-481-4098,,,,전체관람 가능,,,http://www.ansanarts.com,,Y,경기도 안산시 상록구 성호로 113,경기도 안산시 상록구 이동 615,37.32864894,126.858676,2025-08-29,3930000,경기도 안산시
안산시민대합창제<추억의 OST를 만나다>,안산문화예술의전당,합창공연,2019-09-03,2019-09-03,00:00,23:59,무료,경기도 안산시청,경기도 안산시청,031-481-2069,,1300,,전체관람 가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
안산시립합창단 제64회 정기연주회,안산문화예술의전당 달맞이극장,합창공연,2019-09-27,2019-09-27,00:00,23:59,유료,안산시립합창단,경기도 안산시청,031-481-4098,,1300,R석12000원+S석8000원+A석5000원,만8세이상 관람가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
일동패밀리 100인 합창단 음악회,안산문화예술의전당 달맞이극장,합창공연,2019-10-05,2019-10-05,00:00,23:59,무료,일동주민자치위원회,일동주민자치위원회,031-481-5400,안산시마을만들기지원센터,700,,만7세이상 관람가능,,,,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
상록구여성합창단 제19회 정기연주회,안산문화예술의전당 달맞이극장,합창공연,2019-10-17,2019-10-17,00:00,23:59,무료,안산시 상록구여성합창단,경기도 안산시 상록구청,031-481-5061,,700,,만7세이상 관람가능,,,http://sangnok-gu.ansan.go.kr,,Y,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
단원구여성합창단 제8회 정기연주회,안산문화예술의전당 달맞이극장,합창공연,2019-11-07,2019-11-07,00:00,23:59,무료,안산시 단원구여성합창단,경기도 안산시 단원구여성합창단,031-481-6063,,700,,만6세이상 관람가능,,,https://www2.ansan.go.kr/danwongu/,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
안산시 지구촌합창단 제10회 정기연주회,안산문화예술의전당 달맞이극장,합창공연,2019-11-09,2019-11-09,00:00,23:59,무료,안산시 외국인주민지원본부,경기도 안산시청,031-481-3309,하나UBS자산운용+ UBS증권,676,,만2세이상 관람가능,,,,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
2019 K리그1 서울vs경남,주경기장,축구경기,2019-09-25,2019-09-25,19:30,21:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2022-08-12,B553774,서울시설공단
2019 K리그1 서울vs상주,주경기장,축구경기,2019-09-29,2019-09-29,16:00,18:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2022-08-12,B553774,서울시설공단
제100회 전국체육대회 4강,주경기장,축구경기,2019-10-08,2019-10-08,11:00,15:00,무료,대한체육회,서울특별시,02-2144-8114,,66704,홈페이지 참조,전체,홈페이지 참조,,https://www.sports.or.kr,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2022-08-12,B553774,서울시설공단
제100회 전국체육대회 결승,주경기장,축구경기,2019-10-10,2019-10-10,14:00,16:00,무료,대한체육회,서울특별시,02-2144-8114,,66704,홈페이지 참조,전체,홈페이지 참조,,https://www.sports.or.kr,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2022-08-12,B553774,서울시설공단
서도소리극 아름다운여인 강빈,시민회관,서도소리극,2015-12-09,2015-12-09,19:00,21:00,무료,경기도 광명국악단,경기도 광명시청,02-2619-1393,경기도 광명시의회,500,,,,,,,Y,경기도 광명시 시청로28 (광명시민회관),경기도 광명시 철산2동 222-9 (광명시민회관),,,2022-10-24,3900000,경기도 광명시
광명심포니오케스트라 송년음악회,시민회관,광명심포니오케스트라,2015-12-11,2015-12-11,19:30,21:00,무료,경기도 광명심포니오케스트라,경기도 광명시청,02-2680-6063,경기도 광명시의회,500,,,,,,,Y,경기도 광명시 시청로 30,경기도 광명시 철산동 225 (광명시민회관),,,2022-10-24,3900000,경기도 광명시
밝은빛남성합창단 정기공연,시민회관,밝은빛남성합창단,2015-12-12,2015-12-12,19:00,21:00,무료,경기도 광명시 밝은빛남성합창단,경기도 광명시청,,경기도 광명시의회,500,,,,,,,Y,경기도 광명시 시청로 31,경기도 광명시 철산동 211-3 (광명시민회관),,,2022-10-24,3900000,경기도 광명시
단원구여성합창단 제9회 정기연주회,안산문화예술의전당 해돋이극장,합창공연,2021-12-14,2021-12-14,19:30,21:30,무료,안산시 단원구여성합창단,경기도 안산시 단원구여성합창단,031-481-6063,,700,,만6세이상 관람가능,,,https://www2.ansan.go.kr/danwongu/,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
안산시 지구촌합창단 제11회 정기연주회,상록구청 상록시민홀,합창공연,2021-11-27,2021-11-27,00:00,23:59,무료,안산시 외국인주민지원본부,경기도 안산시청,031-481-3309,하나UBS자산운용+ UBS증권,100,,만2세이상 관람가능,,,,,Y,경기도 안산시 상록구 석호로110(사동),경기도 안산시 상록구 사동 1585,37.30133055,126.8464091,2025-08-29,3930000,경기도 안산시
"안산시립예술단 특별기획공연, 10월의 어느 멋진 날에",안산문화광장(전망대광장),합창+국악,2019-10-31,2019-10-31,00:00,23:59,무료,안산시립예술단,경기도 안산시청,031-481-2064,,,,전체관람 가능,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 광덕대로 206(고잔동),경기도 안산시 단원구 고잔동 800,37.31470083,126.831204,2025-08-29,3930000,경기도 안산시
안산시립국악단 제57회 정기연주회,안산문화예술의전당 해돋이극장,국악관현악연주,2019-11-21,2019-11-21,00:00,23:59,유료,안산시립국악단,경기도 안산시청,031-481-4097,,1000,R석10000원+S석7000원+A석5000원,,,,http://www.ansanarts.com,,Y,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시
